radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,605,3,2157,61646,0,10.188,36.809,1000,1,1,,,0
UMTS,605,1,10006,72767,0,10.188,36.809,1000,1,1,,,0
UMTS,605,2,134,65662,0,10.18,36.809,1761,1,1,,,0
UMTS,605,2,134,66891,0,10.181,36.809,1000,1,1,,,0
GSM,605,2,417,51355,0,10.181,36.809,1000,1,1,,,0
UMTS,605,1,10001,66798,0,10.183,36.809,1000,1,1,,,0
UMTS,605,1,10001,66801,0,10.183,36.809,1000,1,1,,,0
UMTS,605,1,10006,67247,0,10.184,36.809,1000,1,1,,,0
UMTS,605,2,134,65658,0,10.187,36.809,2709,1,1,,,0
UMTS,605,3,2157,527930,0,10.188,36.809,1000,1,1,,,0
UMTS,605,2,134,65657,0,10.187,36.809,1000,1,1,,,0
UMTS,605,3,2157,556619,0,10.181,36.809,1000,1,1,,,0
GSM,605,3,115,15027,0,10.182,36.809,1000,1,1,,,0
LTE,605,1,10006,43780,0,10.186,36.809,1000,1,1,,,0
LTE,605,3,4157,3840259,0,10.192,36.809,2041,1,1,,,0
UMTS,605,1,10006,71007,0,10.181,36.809,1000,1,1,,,0
GSM,605,3,1105,15027,0,10.182,36.809,1000,1,1,,,0
UMTS,605,1,10006,66798,0,10.184,36.809,1000,1,1,,,0
UMTS,605,1,10006,66796,0,10.185,36.809,1000,1,1,,,0
UMTS,605,1,10006,67250,0,10.186,36.809,1000,1,1,,,0
GSM,605,3,115,17319,0,10.188,36.81,1000,1,1,,,0
GSM,605,2,134,1775,0,10.188,36.81,1000,1,1,,,0
LTE,605,2,134,11523075,0,10.183,36.81,1000,1,1,,,0
UMTS,605,2,134,66893,0,10.181,36.81,1000,1,1,,,0
UMTS,605,2,134,115663,0,10.187,36.81,1000,1,1,,,0
UMTS,605,1,10006,70046,0,10.188,36.81,1000,1,1,,,0
UMTS,605,1,10001,66078,0,10.186,36.81,1877,1,1,,,0
UMTS,605,2,134,67308,0,10.188,36.81,1000,1,1,,,0
GSM,605,3,1105,15582,0,10.182,36.81,1000,1,1,,,0
GSM,605,3,1105,15588,0,10.182,36.81,1000,1,1,,,0
GSM,605,1,10006,1265,0,10.187,36.81,1000,1,1,,,0
GSM,605,2,134,51778,0,10.188,36.81,1000,1,1,,,0
LTE,605,1,10006,32261,0,10.185,36.81,1000,1,1,,,0
UMTS,605,2,134,115665,0,10.183,36.81,1000,1,1,,,0
GSM,605,1,10001,196,0,10.184,36.81,1000,1,1,,,0
UMTS,605,2,134,65660,0,10.186,36.81,1000,1,1,,,0
UMTS,605,2,134,116895,0,10.181,36.81,1000,1,1,,,0
UMTS,605,2,134,116893,0,10.181,36.81,1000,1,1,,,0
UMTS,605,3,2157,526905,0,10.182,36.81,1000,1,1,,,0
UMTS,605,3,2157,526900,0,10.182,36.81,1000,1,1,,,0
GSM,605,3,1105,15581,0,10.182,36.81,1000,1,1,,,0
GSM,605,3,1105,15587,0,10.182,36.81,1000,1,1,,,0
UMTS,605,2,134,65663,0,10.182,36.81,1000,1,1,,,0
GSM,605,2,1781,50125,0,10.185,36.81,1000,1,1,,,0
GSM,605,2,417,51275,0,10.188,36.81,1000,1,1,,,0
UMTS,605,2,134,117314,0,10.188,36.81,1000,1,1,,,0
UMTS,605,2,134,66887,0,10.18,36.811,1000,1,1,,,0
LTE,605,3,4157,3934230,0,10.188,36.811,1000,1,1,,,0
GSM,605,3,1105,17947,0,10.183,36.811,1000,1,1,,,0
GSM,605,2,417,50123,0,10.185,36.811,1000,1,1,,,0
UMTS,605,2,134,66890,0,10.181,36.811,1000,1,1,,,0
UMTS,605,3,2101,99177,0,10.188,36.811,1000,1,1,,,0
UMTS,605,1,10020,68116,0,10.189,36.811,1000,1,1,,,0
GSM,605,2,417,50285,0,10.189,36.811,1000,1,1,,,0
LTE,605,3,4157,3852811,0,10.184,36.811,1000,1,1,,,0
GSM,605,2,417,50121,0,10.185,36.811,1000,1,1,,,0
GSM,605,2,134,1771,0,10.188,36.811,1000,1,1,,,0
GSM,605,3,1105,15583,0,10.183,36.811,1000,1,1,,,0
GSM,605,2,417,50126,0,10.183,36.812,1000,1,1,,,0
GSM,605,3,105,15037,0,10.18,36.812,1000,1,1,,,0
GSM,605,2,417,51415,0,10.181,36.812,1000,1,1,,,0
LTE,605,2,134,11551490,0,10.181,36.812,1000,1,1,,,0
UMTS,605,1,10001,72590,0,10.182,36.812,1000,1,1,,,0
LTE,605,1,10006,32262,0,10.182,36.812,1000,1,1,,,0
UMTS,605,3,2157,3045033,0,10.182,36.812,1000,1,1,,,0
LTE,605,2,134,11523085,0,10.183,36.812,1000,1,1,,,0
UMTS,605,3,2157,556899,0,10.183,36.812,1000,1,1,,,0
GSM,605,2,417,50124,0,10.188,36.812,1000,1,1,,,0
UMTS,605,1,10001,66802,0,10.181,36.812,1000,1,1,,,0
GSM,605,3,1105,60791,0,10.181,36.812,1000,1,1,,,0
GSM,605,3,1105,60811,0,10.181,36.812,1000,1,1,,,0
UMTS,605,1,10006,69486,0,10.181,36.812,1000,1,1,,,0
UMTS,605,1,10006,66802,0,10.181,36.812,1000,1,1,,,0
UMTS,605,3,2157,585081,0,10.181,36.812,1000,1,1,,,0
UMTS,605,3,2100,556899,0,10.181,36.812,1000,1,1,,,0
UMTS,605,3,2119,230190,0,10.181,36.812,1000,1,1,,,0
UMTS,605,3,2119,200190,0,10.181,36.812,1000,1,1,,,0
UMTS,605,3,2119,228960,0,10.181,36.812,1000,1,1,,,0
UMTS,605,2,134,11523074,0,10.181,36.812,1000,1,1,,,0
GSM,605,2,417,51351,0,10.181,36.812,1000,1,1,,,0
GSM,605,2,417,51353,0,10.181,36.812,1000,1,1,,,0
GSM,605,2,417,53072,0,10.181,36.812,1000,1,1,,,0
GSM,605,1,10006,1266,0,10.181,36.812,1000,1,1,,,0
UMTS,605,1,10006,68653,0,10.181,36.812,1000,1,1,,,0
UMTS,605,2,134,66771,0,10.182,36.812,1000,1,1,,,0
UMTS,605,2,134,66768,0,10.182,36.812,1000,1,1,,,0
UMTS,605,2,134,66809,0,10.182,36.812,1000,1,1,,,0
UMTS,605,3,2157,556906,0,10.182,36.812,1000,1,1,,,0
LTE,605,3,4157,3852812,0,10.182,36.812,1000,1,1,,,0
GSM,605,2,1781,50124,0,10.185,36.812,1000,1,1,,,0
GSM,605,1,10006,1522,0,10.186,36.812,1000,1,1,,,0
LTE,605,3,4157,3934211,0,10.188,36.812,1000,1,1,,,0
LTE,605,2,134,11551500,0,10.182,36.812,1000,1,1,,,0
GSM,605,2,417,51354,0,10.181,36.812,1000,1,1,,,0
UMTS,605,2,134,66774,0,10.182,36.812,1000,1,1,,,0
GSM,605,1,10006,542,0,10.188,36.812,1000,1,1,,,0
GSM,605,2,417,51235,0,10.181,36.812,1000,1,1,,,0
LTE,605,1,10006,13829,0,10.188,36.812,1000,1,1,,,0
UMTS,605,1,10006,70459,0,10.181,36.812,1000,1,1,,,0
LTE,605,2,134,11552524,0,10.189,36.813,1000,1,1,,,0
LTE,605,3,4157,3852813,0,10.183,36.813,1000,1,1,,,0
UMTS,605,1,10006,70528,0,10.18,36.813,1000,1,1,,,0
UMTS,605,1,10006,66805,0,10.181,36.813,1000,1,1,,,0
LTE,605,2,134,11523073,0,10.182,36.813,1000,1,1,,,0
LTE,605,3,4157,3852803,0,10.183,36.813,1000,1,1,,,0
UMTS,605,3,2157,526901,0,10.184,36.813,1000,1,1,,,0
LTE,605,1,10006,13826,0,10.187,36.813,1000,1,1,,,0
LTE,605,2,134,11649292,0,10.181,36.813,1000,1,1,,,0
LTE,605,2,134,11551501,0,10.182,36.813,1000,1,1,,,0
UMTS,605,2,134,66775,0,10.182,36.813,1000,1,1,,,0
UMTS,605,2,134,66772,0,10.181,36.813,1000,1,1,,,0
GSM,605,3,107,15048,0,10.181,36.813,1000,1,1,,,0
GSM,605,2,417,51232,0,10.181,36.813,1000,1,1,,,0
GSM,605,2,417,51233,0,10.181,36.813,1000,1,1,,,0
UMTS,605,3,2100,687712,0,10.181,36.813,1000,1,1,,,0
UMTS,605,3,2100,585081,0,10.181,36.813,1000,1,1,,,0
UMTS,605,2,134,11664897,0,10.181,36.813,1000,1,1,,,0
LTE,605,3,4100,3841548,0,10.181,36.813,1000,1,1,,,0
UMTS,605,2,134,66767,0,10.182,36.813,1000,1,1,,,0
UMTS,605,2,134,66769,0,10.182,36.813,1000,1,1,,,0
UMTS,605,2,134,116774,0,10.182,36.813,1000,1,1,,,0
UMTS,605,2,134,66773,0,10.182,36.813,1000,1,1,,,0
UMTS,605,1,10006,66797,0,10.184,36.813,1000,1,1,,,0
UMTS,605,3,2157,526899,0,10.184,36.813,1000,1,1,,,0
UMTS,605,3,2157,527931,0,10.184,36.813,1000,1,1,,,0
UMTS,605,3,2157,526904,0,10.184,36.813,1000,1,1,,,0
UMTS,605,2,134,66770,0,10.184,36.813,1000,1,1,,,0
UMTS,605,3,2157,557931,0,10.184,36.813,1000,1,1,,,0
UMTS,605,3,2157,556901,0,10.185,36.813,1000,1,1,,,0
GSM,605,1,10006,1261,0,10.188,36.813,1000,1,1,,,0
GSM,605,2,417,51272,0,10.189,36.813,1000,1,1,,,0
UMTS,605,3,2157,527934,0,10.189,36.813,1000,1,1,,,0
UMTS,605,3,2157,61635,0,10.189,36.813,1000,1,1,,,0
UMTS,605,1,10020,66077,0,10.191,36.813,1000,1,1,,,0
GSM,605,3,1119,15652,0,10.18,36.813,1000,1,1,,,0
GSM,605,3,1119,61447,0,10.18,36.813,1000,1,1,,,0
UMTS,605,3,2157,556634,0,10.18,36.813,1000,1,1,,,0
GSM,605,2,417,51236,0,10.181,36.813,1000,1,1,,,0
GSM,605,2,417,51234,0,10.182,36.813,1000,1,1,,,0
UMTS,605,2,134,116775,0,10.182,36.813,1000,1,1,,,0
GSM,605,2,417,51011,0,10.185,36.813,1000,1,1,,,0
LTE,605,3,4157,3934221,0,10.187,36.813,1000,1,1,,,0
UMTS,605,1,10006,65697,0,10.192,36.813,1865,1,1,,,0
GSM,605,1,10020,162,0,10.191,36.813,1000,1,1,,,0
LTE,605,2,134,11551491,0,10.181,36.813,1213,1,1,,,0
GSM,605,2,417,51772,0,10.189,36.813,1000,1,1,,,0
UMTS,605,2,134,70591,0,10.181,36.813,1000,1,1,,,0
GSM,605,3,1105,15589,0,10.183,36.813,1000,1,1,,,0
GSM,605,2,417,51773,0,10.189,36.813,1000,1,1,,,0
UMTS,605,1,10006,67211,0,10.182,36.814,1000,1,1,,,0
GSM,605,1,10001,3106,0,10.184,36.814,1000,1,1,,,0
UMTS,605,1,10006,70457,0,10.184,36.814,1000,1,1,,,0
LTE,605,2,134,11565323,0,10.189,36.814,1000,1,1,,,0
GSM,605,3,1119,15048,0,10.181,36.814,1000,1,1,,,0
GSM,605,3,1119,15658,0,10.181,36.814,1000,1,1,,,0
LTE,605,3,4157,3934229,0,10.189,36.814,1000,1,1,,,0
UMTS,605,2,134,70588,0,10.182,36.814,1000,1,1,,,0
GSM,605,2,417,50122,0,10.19,36.814,1000,1,1,,,0
GSM,605,3,1119,17902,0,10.182,36.814,1000,1,1,,,0
UMTS,605,1,10006,67207,0,10.181,36.814,1000,1,1,,,0
UMTS,605,1,10006,67196,0,10.181,36.814,1000,1,1,,,0
GSM,605,2,417,51412,0,10.182,36.814,1000,1,1,,,0
UMTS,605,1,10006,66799,0,10.182,36.814,1000,1,1,,,0
UMTS,605,3,2100,688947,0,10.182,36.814,1000,1,1,,,0
UMTS,605,3,2123,69179,0,10.184,36.814,1000,1,1,,,0
UMTS,605,3,2137,68148,0,10.184,36.814,1000,1,1,,,0
GSM,605,2,417,51231,0,10.184,36.814,1000,1,1,,,0
UMTS,605,1,10006,68126,0,10.184,36.814,1000,1,1,,,0
UMTS,605,3,2157,527936,0,10.184,36.814,1000,1,1,,,0
UMTS,605,2,134,116773,0,10.184,36.814,1000,1,1,,,0
UMTS,605,3,2100,526899,0,10.184,36.814,1000,1,1,,,0
UMTS,605,3,2100,658947,0,10.184,36.814,1000,1,1,,,0
GSM,605,2,1781,55055,0,10.185,36.814,1000,1,1,,,0
UMTS,605,3,2100,527845,0,10.188,36.814,1000,1,1,,,0
UMTS,605,3,2100,527934,0,10.189,36.814,1000,1,1,,,0
UMTS,605,2,134,66815,0,10.189,36.814,1000,1,1,,,0
GSM,605,2,417,51776,0,10.191,36.814,1000,1,1,,,0
UMTS,605,2,134,117313,0,10.191,36.814,1000,1,1,,,0
UMTS,605,2,134,66954,0,10.181,36.814,1000,1,1,,,0
LTE,605,2,134,11551489,0,10.181,36.814,1000,1,1,,,0
UMTS,605,1,10006,67210,0,10.182,36.814,1000,1,1,,,0
LTE,605,3,4100,3923713,0,10.184,36.814,1000,1,1,,,0
GSM,605,3,1119,17907,0,10.187,36.814,1000,1,1,,,0
GSM,605,2,134,1774,0,10.19,36.815,1000,1,1,,,0
UMTS,605,3,2157,527929,0,10.19,36.815,1281,1,1,,,0
GSM,605,3,105,15657,0,10.18,36.815,1000,1,1,,,0
UMTS,605,3,2123,200189,0,10.184,36.815,1000,1,1,,,0
GSM,605,1,10012,812,0,10.189,36.815,1000,1,1,,,0
GSM,605,2,417,51775,0,10.191,36.815,1013,1,1,,,0
LTE,605,1,10006,13830,0,10.184,36.815,1000,1,1,,,0
GSM,605,2,417,54645,0,10.19,36.815,1000,1,1,,,0
UMTS,605,3,2100,658941,0,10.184,36.815,1000,1,1,,,0
GSM,605,2,417,51015,0,10.183,36.815,1000,1,1,,,0
GSM,605,2,417,55055,0,10.184,36.815,1000,1,1,,,0
GSM,605,1,10006,764,0,10.189,36.815,1005,1,1,,,0
GSM,605,1,10006,1264,0,10.191,36.815,1000,1,1,,,0
GSM,605,2,417,55054,0,10.181,36.815,1000,1,1,,,0
LTE,605,1,10006,32260,0,10.186,36.815,1612,1,1,,,0
UMTS,605,3,2100,688941,0,10.184,36.815,1000,1,1,,,0
GSM,605,2,417,50282,0,10.192,36.815,1000,1,1,,,0
UMTS,605,3,2100,658946,0,10.186,36.815,1000,1,1,,,0
LTE,605,3,4100,3923724,0,10.181,36.815,1000,1,1,,,0
GSM,605,2,134,4645,0,10.191,36.816,1000,1,1,,,0
UMTS,605,3,2157,658941,0,10.186,36.816,1000,1,1,,,0
UMTS,605,2,134,70587,0,10.181,36.816,1000,1,1,,,0
UMTS,605,3,2123,200190,0,10.181,36.816,1000,1,1,,,0
GSM,605,1,10006,1263,0,10.182,36.816,1000,1,1,,,0
UMTS,605,3,2119,200191,0,10.183,36.816,1000,1,1,,,0
UMTS,605,2,134,66811,0,10.187,36.816,1000,1,1,,,0
GSM,605,3,107,16728,0,10.187,36.816,1000,1,1,,,0
GSM,605,2,134,4642,0,10.191,36.816,1000,1,1,,,0
UMTS,605,1,10020,67207,0,10.181,36.816,1000,1,1,,,0
UMTS,605,2,134,70590,0,10.181,36.816,1000,1,1,,,0
UMTS,605,3,2100,658942,0,10.181,36.816,1000,1,1,,,0
UMTS,605,3,2100,688942,0,10.181,36.816,1000,1,1,,,0
UMTS,605,2,134,70593,0,10.181,36.816,1000,1,1,,,0
UMTS,605,1,10006,66800,0,10.182,36.816,1000,1,1,,,0
UMTS,605,1,10006,66079,0,10.184,36.816,1000,1,1,,,0
UMTS,605,3,2100,526885,0,10.184,36.816,1000,1,1,,,0
GSM,605,1,1781,546,0,10.184,36.816,1000,1,1,,,0
GSM,605,1,1781,1264,0,10.185,36.816,1000,1,1,,,0
UMTS,605,3,2157,658946,0,10.186,36.816,1000,1,1,,,0
UMTS,605,2,134,66808,0,10.186,36.816,1000,1,1,,,0
GSM,605,3,107,16722,0,10.188,36.816,1000,1,1,,,0
UMTS,605,1,10006,66080,0,10.188,36.816,1000,1,1,,,0
UMTS,605,1,10012,7274660,0,10.191,36.816,1000,1,1,,,0
UMTS,605,1,10006,65698,0,10.191,36.816,1000,1,1,,,0
UMTS,605,1,10006,68116,0,10.191,36.816,1000,1,1,,,0
UMTS,605,3,2157,479889,0,10.192,36.816,1000,1,1,,,0
UMTS,605,1,10005,65698,0,10.192,36.816,1000,1,1,,,0
LTE,605,2,134,11545858,0,10.18,36.816,1000,1,1,,,0
LTE,605,3,4157,3852290,0,10.187,36.816,1941,1,1,,,0
LTE,605,3,4157,3918102,0,10.191,36.816,1000,1,1,,,0
UMTS,605,2,134,67309,0,10.184,36.816,1000,1,1,,,0
GSM,605,3,107,16727,0,10.188,36.816,1092,1,1,,,0
UMTS,605,3,2157,557929,0,10.192,36.816,1137,1,1,,,0
GSM,605,1,10006,1672,0,10.181,36.816,1000,1,1,,,0
LTE,605,2,134,11551499,0,10.185,36.816,1000,1,1,,,0
UMTS,605,1,10006,65701,0,10.189,36.816,1000,1,1,,,0
UMTS,605,2,134,70181,0,10.191,36.816,1000,1,1,,,0
GSM,605,1,10006,2572,0,10.187,36.816,1000,1,1,,,0
GSM,605,3,107,16721,0,10.188,36.816,1000,1,1,,,0
UMTS,605,1,10006,66082,0,10.184,36.816,1000,1,1,,,0
LTE,605,3,4157,3852300,0,10.184,36.816,1000,1,1,,,0
UMTS,605,1,10006,68108,0,10.186,36.816,1000,1,1,,,0
LTE,605,1,10020,4101,0,10.19,36.816,1000,1,1,,,0
UMTS,605,3,2119,230191,0,10.184,36.816,1000,1,1,,,0
UMTS,605,2,134,70178,0,10.192,36.816,1000,1,1,,,0
GSM,605,2,417,54574,0,10.181,36.817,1000,1,1,,,0
UMTS,605,3,2100,658948,0,10.182,36.817,1000,1,1,,,0
UMTS,605,2,134,116554,0,10.184,36.817,1000,1,1,,,0
UMTS,605,2,134,116814,0,10.189,36.817,1000,1,1,,,0
UMTS,605,3,2101,99088,0,10.191,36.817,1000,1,1,,,0
LTE,605,2,134,11673601,0,10.181,36.817,1000,1,1,,,0
GSM,605,2,134,312,0,10.192,36.817,1000,1,1,,,0
GSM,605,2,417,53755,0,10.182,36.817,1000,1,1,,,0
UMTS,605,1,10006,71258,0,10.182,36.817,1000,1,1,,,0
LTE,605,3,4157,3918092,0,10.19,36.817,1423,1,1,,,0
GSM,605,2,417,51271,0,10.191,36.817,1000,1,1,,,0
GSM,605,1,10006,682,0,10.181,36.817,1000,1,1,,,0
UMTS,605,1,10006,66803,0,10.181,36.817,1000,1,1,,,0
UMTS,605,1,10006,66224,0,10.181,36.817,1000,1,1,,,0
UMTS,605,3,2100,688943,0,10.181,36.817,1000,1,1,,,0
UMTS,605,3,2100,687961,0,10.181,36.817,1000,1,1,,,0
GSM,605,2,417,51012,0,10.182,36.817,1000,1,1,,,0
GSM,605,2,417,51016,0,10.182,36.817,1000,1,1,,,0
UMTS,605,3,2100,688948,0,10.182,36.817,1000,1,1,,,0
UMTS,605,1,10001,50594049,0,10.184,36.817,1000,1,1,,,0
GSM,605,1,10001,685,0,10.184,36.817,1000,1,1,,,0
UMTS,605,1,10001,66803,0,10.184,36.817,1000,1,1,,,0
UMTS,605,3,2119,200196,0,10.184,36.817,1000,1,1,,,0
GSM,605,2,417,51276,0,10.184,36.817,1000,1,1,,,0
UMTS,605,3,2157,658943,0,10.184,36.817,1000,1,1,,,0
UMTS,605,3,2100,526880,0,10.184,36.817,1000,1,1,,,0
LTE,605,2,200,11545868,0,10.184,36.817,1000,1,1,,,0
UMTS,605,1,10006,68115,0,10.185,36.817,1000,1,1,,,0
UMTS,605,3,2119,227039,0,10.185,36.817,1000,1,1,,,0
GSM,605,1,10006,2575,0,10.186,36.817,1000,1,1,,,0
UMTS,605,1,10020,65705,0,10.188,36.817,1000,1,1,,,0
UMTS,605,3,2100,556901,0,10.188,36.817,1000,1,1,,,0
GSM,605,1,10006,546,0,10.19,36.817,1000,1,1,,,0
LTE,605,2,134,11545878,0,10.185,36.817,1000,1,1,,,0
UMTS,605,3,2157,526880,0,10.184,36.818,1000,1,1,,,0
UMTS,605,2,134,67312,0,10.186,36.818,1157,1,1,,,0
LTE,605,2,134,11649281,0,10.182,36.818,1000,1,1,,,0
LTE,605,3,4100,3923725,0,10.183,36.818,1000,1,1,,,0
UMTS,605,1,10006,70286,0,10.183,36.818,1000,1,1,,,0
LTE,605,2,134,11545868,0,10.185,36.818,1000,1,1,,,0
UMTS,605,2,134,70107,0,10.18,36.818,1000,1,1,,,0
LTE,605,3,4157,3852301,0,10.184,36.818,1000,1,1,,,0
GSM,605,1,10006,2574,0,10.186,36.818,1000,1,1,,,0
GSM,605,2,417,51014,0,10.186,36.818,1000,1,1,,,0
UMTS,605,3,2157,527840,0,10.189,36.818,1000,1,1,,,0
LTE,605,2,134,11545859,0,10.181,36.818,1000,1,1,,,0
UMTS,605,1,10006,68114,0,10.185,36.818,1000,1,1,,,0
GSM,605,3,107,15047,0,10.184,36.818,1000,1,1,,,0
GSM,605,1,10006,1674,0,10.188,36.818,3017,1,1,,,0
GSM,605,3,1137,16728,0,10.183,36.818,1000,1,1,,,0
GSM,605,1,10006,2573,0,10.184,36.818,1000,1,1,,,0
GSM,605,1,10006,686,0,10.181,36.819,1000,1,1,,,0
GSM,605,3,1119,10481,0,10.182,36.819,1000,1,1,,,0
GSM,605,3,1119,15043,0,10.182,36.819,1000,1,1,,,0
GSM,605,3,1137,16723,0,10.182,36.819,1000,1,1,,,0
GSM,605,3,1119,15042,0,10.182,36.819,1000,1,1,,,0
UMTS,605,3,2119,556881,0,10.182,36.819,1000,1,1,,,0
LTE,605,2,134,11545869,0,10.182,36.819,1000,1,1,,,0
LTE,605,2,134,11545857,0,10.184,36.819,1000,1,1,,,0
LTE,605,3,4157,3852289,0,10.186,36.819,1000,1,1,,,0
UMTS,605,2,134,66810,0,10.186,36.819,1000,1,1,,,0
UMTS,605,1,10006,66085,0,10.186,36.819,1000,1,1,,,0
UMTS,605,2,134,65818,0,10.192,36.819,1000,1,1,,,0
GSM,605,1,10006,543,0,10.18,36.819,1000,1,1,,,0
UMTS,605,3,2100,556880,0,10.183,36.819,1000,1,1,,,0
LTE,605,3,4100,3841547,0,10.184,36.819,1000,1,1,,,0
UMTS,605,1,10006,68111,0,10.185,36.819,1000,1,1,,,0
GSM,605,1,10006,2571,0,10.185,36.819,1000,1,1,,,0
UMTS,605,1,10006,66083,0,10.187,36.819,1000,1,1,,,0
LTE,605,2,134,11527170,0,10.188,36.819,1000,1,1,,,0
UMTS,605,1,10020,65701,0,10.19,36.819,1000,1,1,,,0
GSM,605,2,417,51274,0,10.191,36.819,1000,1,1,,,0
LTE,605,1,10006,17410,0,10.181,36.819,1000,1,1,,,0
LTE,605,3,4157,3852291,0,10.185,36.819,1000,1,1,,,0
UMTS,605,1,10006,66218,0,10.181,36.819,1000,1,1,,,0
UMTS,605,2,134,66551,0,10.186,36.819,1000,1,1,,,0
UMTS,605,3,2100,687716,0,10.184,36.819,1000,1,1,,,0
GSM,605,1,10006,2576,0,10.184,36.819,1000,1,1,,,0
LTE,605,1,10006,65798,0,10.181,36.819,1919,1,1,,,0
UMTS,605,3,2157,557840,0,10.191,36.819,1000,1,1,,,0
LTE,605,2,134,11545867,0,10.186,36.82,1000,1,1,,,0
UMTS,605,3,2100,657716,0,10.183,36.82,1000,1,1,,,0
LTE,605,3,4100,3923715,0,10.186,36.82,1000,1,1,,,0
UMTS,605,1,10006,66221,0,10.181,36.82,1000,1,1,,,0
GSM,605,3,1119,15041,0,10.181,36.82,1000,1,1,,,0
UMTS,605,3,2100,687711,0,10.182,36.82,1000,1,1,,,0
UMTS,605,2,134,66550,0,10.184,36.82,1000,1,1,,,0
UMTS,605,3,2157,556881,0,10.184,36.82,1000,1,1,,,0
UMTS,605,2,134,65798,0,10.184,36.82,1000,1,1,,,0
UMTS,605,3,2157,65798,0,10.184,36.82,1000,1,1,,,0
GSM,605,3,1137,16722,0,10.185,36.82,1000,1,1,,,0
UMTS,605,1,10006,68110,0,10.186,36.82,1000,1,1,,,0
UMTS,605,3,2157,657711,0,10.186,36.82,1000,1,1,,,0
UMTS,605,1,10006,69246,0,10.186,36.82,1000,1,1,,,0
UMTS,605,1,10006,68107,0,10.188,36.82,1000,1,1,,,0
GSM,605,3,1137,17712,0,10.193,36.808,2392,1,1,,,0
UMTS,605,2,10001,46852,0,10.193,36.808,1000,1,1,,,0
UMTS,605,3,2157,557930,0,10.196,36.808,1790,1,1,,,0
LTE,605,2,134,11523083,0,10.197,36.808,2450,1,1,,,0
GSM,605,2,417,50062,0,10.196,36.81,3306,1,1,,,0
GSM,605,3,1137,17809,0,10.192,36.81,1947,1,1,,,0
LTE,605,2,134,11570691,0,10.194,36.811,1239,1,1,,,0
UMTS,605,3,2157,527845,0,10.193,36.811,1000,1,1,,,0
UMTS,605,1,2157,1674,0,10.194,36.811,1000,1,1,,,0
GSM,605,3,1137,17801,0,10.193,36.812,1000,1,1,,,0
UMTS,605,3,4157,3934210,0,10.203,36.812,1912,1,1,,,0
LTE,605,3,4164,3085325,0,10.194,36.813,3805,1,1,,,0
UMTS,605,1,10001,68108,0,10.193,36.813,1000,1,1,,,0
GSM,605,1,10001,7234,0,10.198,36.813,1041,1,1,,,0
LTE,605,1,10020,4098,0,10.192,36.814,1617,1,1,,,0
UMTS,605,3,2157,531604,0,10.204,36.814,5329,1,1,,,0
LTE,605,3,4157,3853570,0,10.195,36.815,1377,1,1,,,0
UMTS,605,1,10020,67250,0,10.195,36.816,1000,1,1,,,0
LTE,605,3,4157,3934219,0,10.192,36.816,1359,1,1,,,0
LTE,605,3,4100,3923723,0,10.192,36.816,3344,1,1,,,0
UMTS,605,2,134,65821,0,10.194,36.817,1000,1,1,,,0
UMTS,605,2,10006,13828,0,10.196,36.817,1000,1,1,,,0
GSM,605,2,417,51771,0,10.193,36.817,1000,1,1,,,0
UMTS,605,2,134,66812,0,10.193,36.817,1000,1,1,,,0
GSM,605,1,10006,541,0,10.193,36.817,1000,1,1,,,0
UMTS,605,2,134,66554,0,10.193,36.817,1000,1,1,,,0
UMTS,605,3,2157,1048576,0,10.196,36.817,1000,1,1,,,0
UMTS,605,2,134,70180,0,10.193,36.817,1000,1,1,,,0
UMTS,605,1,10020,66080,0,10.193,36.818,1000,1,1,,,0
GSM,605,3,1137,17718,0,10.194,36.818,1000,1,1,,,0
GSM,605,2,417,51774,0,10.194,36.818,1000,1,1,,,0
UMTS,605,2,10020,4100,0,10.197,36.818,1000,1,1,,,0
UMTS,605,3,2101,99087,0,10.195,36.819,1000,1,1,,,0
GSM,605,1,10006,7234,0,10.195,36.819,1000,1,1,,,0
UMTS,605,3,2157,527844,0,10.195,36.819,1000,1,1,,,0
UMTS,605,1,10005,65697,0,10.195,36.819,1000,1,1,,,0
UMTS,605,1,10020,65703,0,10.199,36.819,1000,1,1,,,0
LTE,605,1,10006,13828,0,10.193,36.819,1000,1,1,,,0
UMTS,605,2,134,70177,0,10.194,36.819,1000,1,1,,,0
GSM,605,3,1118,11320,0,10.199,36.819,1510,1,1,,,0
UMTS,605,1,10006,66766,0,10.193,36.819,1000,1,1,,,0
GSM,605,1,10020,161,0,10.194,36.819,1000,1,1,,,0
UMTS,605,1,10020,67236,0,10.195,36.819,1000,1,1,,,0
UMTS,605,2,134,67307,0,10.193,36.819,1098,1,1,,,0
GSM,605,3,1137,17711,0,10.195,36.82,1000,1,1,,,0
UMTS,605,2,134,115854,0,10.195,36.82,1000,1,1,,,0
UMTS,605,1,10005,65700,0,10.195,36.82,1000,1,1,,,0
UMTS,605,3,2157,479888,0,10.196,36.82,1000,1,1,,,0
UMTS,605,1,10005,67236,0,10.196,36.82,1000,1,1,,,0
LTE,605,3,4164,3890443,0,10.212,36.811,3254,1,1,,,0
GSM,605,3,1116,15892,0,10.208,36.813,4962,1,1,,,0
UMTS,605,3,2157,556596,0,10.215,36.82,1000,1,1,,,0
