radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,605,3,2100,527830,0,10.16,36.79,1000,1,1,,,0
LTE,605,1,10001,33794,0,10.16,36.79,1000,1,1,,,0
UMTS,605,3,2157,557829,0,10.16,36.79,1000,1,1,,,0
UMTS,605,2,1020,903405,0,10.162,36.79,1000,1,1,,,0
UMTS,605,2,1020,853405,0,10.162,36.79,1000,1,1,,,0
UMTS,605,1,10001,72886,0,10.163,36.79,1000,1,1,,,0
UMTS,605,3,2105,197509,0,10.164,36.79,1000,1,1,,,0
UMTS,605,1,10001,67561,0,10.164,36.79,1000,1,1,,,0
UMTS,605,3,2157,655886,0,10.164,36.79,1000,1,1,,,0
UMTS,605,1,10001,65712,0,10.166,36.79,1000,1,1,,,0
GSM,605,1,10001,171,0,10.167,36.79,1000,1,1,,,0
LTE,605,2,1020,11743501,0,10.165,36.79,1000,1,1,,,0
UMTS,605,3,2143,198010,0,10.165,36.79,1000,1,1,,,0
UMTS,605,3,2157,557835,0,10.159,36.79,1103,1,1,,,0
UMTS,605,3,2100,557836,0,10.161,36.79,1000,1,1,,,0
UMTS,605,2,136,198044,0,10.16,36.791,1000,1,1,,,0
UMTS,605,2,136,248047,0,10.16,36.791,1000,1,1,,,0
GSM,605,3,119,16151,0,10.163,36.791,1000,1,1,,,0
UMTS,605,3,2143,197350,0,10.164,36.791,1000,1,1,,,0
UMTS,605,3,2100,1426078,0,10.164,36.791,1000,1,1,,,0
UMTS,605,2,1020,852460,0,10.164,36.791,1000,1,1,,,0
UMTS,605,2,1020,853404,0,10.157,36.791,1000,1,1,,,0
UMTS,605,3,2157,557836,0,10.16,36.791,1000,1,1,,,0
UMTS,605,3,2119,200590,0,10.161,36.791,1000,1,1,,,0
GSM,605,3,119,15798,0,10.164,36.791,2712,1,1,,,0
LTE,605,1,10001,51718,0,10.158,36.791,1000,1,1,,,0
UMTS,605,3,2100,688452,0,10.161,36.791,1000,1,1,,,0
UMTS,605,3,2100,689347,0,10.161,36.792,1000,1,1,,,0
LTE,605,2,1020,11567628,0,10.161,36.792,1000,1,1,,,0
UMTS,605,1,10001,72892,0,10.156,36.792,1000,1,1,,,0
GSM,605,2,418,50495,0,10.159,36.792,1000,1,1,,,0
UMTS,605,3,2157,557104,0,10.165,36.792,1000,1,1,,,0
LTE,605,2,1020,11522060,0,10.162,36.792,1000,1,1,,,0
UMTS,605,1,10001,67559,0,10.161,36.792,1000,1,1,,,0
UMTS,605,1,10001,67695,0,10.163,36.792,1000,1,1,,,0
UMTS,605,1,10001,67562,0,10.161,36.792,1000,1,1,,,0
UMTS,605,3,2105,68348,0,10.167,36.793,1000,1,1,,,0
UMTS,605,3,2119,203949,0,10.156,36.793,1000,1,1,,,0
UMTS,605,1,10001,69676,0,10.16,36.793,1000,1,1,,,0
UMTS,605,1,10001,66238,0,10.16,36.793,1000,1,1,,,0
UMTS,605,3,2100,1426079,0,10.162,36.793,1000,1,1,,,0
GSM,605,2,418,50492,0,10.163,36.793,1000,1,1,,,0
UMTS,605,3,2100,37879888,0,10.163,36.793,1000,1,1,,,0
UMTS,605,3,2100,1426074,0,10.163,36.793,1000,1,1,,,0
UMTS,605,3,2157,527104,0,10.163,36.793,1000,1,1,,,0
GSM,605,3,1125,17842,0,10.166,36.793,1000,1,1,,,0
UMTS,605,2,136,198931,0,10.167,36.793,1000,1,1,,,0
UMTS,605,2,1020,852463,0,10.167,36.793,1000,1,1,,,0
GSM,605,3,1119,10142,0,10.158,36.793,1000,1,1,,,0
GSM,605,3,119,15627,0,10.163,36.793,1000,1,1,,,0
LTE,605,1,10001,1325,0,10.163,36.793,1151,1,1,,,0
GSM,605,3,103,16708,0,10.16,36.793,1000,1,1,,,0
UMTS,605,3,2143,198030,0,10.163,36.793,1000,1,1,,,0
UMTS,605,3,2100,695302,0,10.16,36.793,1000,1,1,,,0
UMTS,605,3,2100,665307,0,10.163,36.793,1000,1,1,,,0
GSM,605,1,10017,2172,0,10.167,36.793,1196,1,1,,,0
UMTS,605,3,2105,50594049,0,10.168,36.793,1000,1,1,,,0
UMTS,605,3,2119,197509,0,10.161,36.793,1271,1,1,,,0
LTE,605,3,4100,3962636,0,10.163,36.794,1000,1,1,,,0
LTE,605,1,2100,695302,0,10.163,36.794,1000,1,1,,,0
LTE,605,1,2100,665307,0,10.163,36.794,1000,1,1,,,0
UMTS,605,3,2143,50594049,0,10.163,36.794,1000,1,1,,,0
UMTS,605,3,2143,333922,0,10.163,36.794,1000,1,1,,,0
UMTS,605,3,2119,197640,0,10.163,36.794,1000,1,1,,,0
UMTS,605,3,2156,655881,0,10.163,36.794,1000,1,1,,,0
UMTS,605,3,2100,655881,0,10.163,36.794,1000,1,1,,,0
UMTS,605,3,2156,200580,0,10.163,36.794,1000,1,1,,,0
UMTS,605,3,2105,199699,0,10.164,36.794,1000,1,1,,,0
UMTS,605,2,137,266276,0,10.166,36.794,1000,1,1,,,0
UMTS,605,1,10011,7274801,0,10.156,36.794,2092,1,1,,,0
UMTS,605,3,2100,689348,0,10.158,36.794,1000,1,1,,,0
GSM,605,3,1119,10768,0,10.162,36.794,1000,1,1,,,0
LTE,605,3,4119,3939851,0,10.163,36.794,1000,1,1,,,0
GSM,605,2,418,50496,0,10.163,36.794,1000,1,1,,,0
UMTS,605,2,1020,852462,0,10.164,36.794,1000,1,1,,,0
UMTS,605,3,2100,665306,0,10.165,36.794,1000,1,1,,,0
UMTS,605,2,1020,852461,0,10.163,36.795,1000,1,1,,,0
LTE,605,3,4119,3939841,0,10.163,36.795,1000,1,1,,,0
UMTS,605,3,2100,658452,0,10.158,36.795,1000,1,1,,,0
UMTS,605,3,2100,688903,0,10.163,36.795,1000,1,1,,,0
UMTS,605,1,2157,171,0,10.163,36.795,1000,1,1,,,0
UMTS,605,3,2100,658906,0,10.163,36.795,1000,1,1,,,0
UMTS,605,3,2100,659341,0,10.16,36.795,1000,1,1,,,0
UMTS,605,2,136,247107,0,10.163,36.795,1000,1,1,,,0
UMTS,605,3,2100,665308,0,10.163,36.795,1000,1,1,,,0
UMTS,605,2,1020,852459,0,10.163,36.795,1000,1,1,,,0
GSM,605,1,10001,2021,0,10.163,36.795,1000,1,1,,,0
UMTS,605,2,1020,852465,0,10.163,36.795,1000,1,1,,,0
UMTS,605,3,2125,199699,0,10.164,36.795,1000,1,1,,,0
UMTS,605,2,136,202200,0,10.164,36.795,1000,1,1,,,0
UMTS,605,3,2100,16702,0,10.164,36.795,1000,1,1,,,0
GSM,605,3,105,17843,0,10.167,36.795,1000,1,1,,,0
GSM,605,3,125,15079,0,10.167,36.795,1000,1,1,,,0
GSM,605,3,1119,10149,0,10.158,36.795,1000,1,1,,,0
UMTS,605,3,2100,665303,0,10.163,36.795,1000,1,1,,,0
UMTS,605,3,2105,68349,0,10.168,36.795,1000,1,1,,,0
UMTS,605,1,10001,66861,0,10.164,36.795,1000,1,1,,,0
UMTS,605,3,2100,695303,0,10.163,36.796,1000,1,1,,,0
GSM,605,1,10001,1321,0,10.168,36.796,1000,1,1,,,0
UMTS,605,1,10001,66858,0,10.164,36.796,1000,1,1,,,0
LTE,605,1,10001,3134,0,10.178,36.784,1000,1,1,,,0
LTE,605,1,10001,3136,0,10.177,36.784,1000,1,1,,,0
UMTS,605,3,2157,527829,0,10.171,36.784,1000,1,1,,,0
UMTS,605,1,10001,65711,0,10.173,36.784,1000,1,1,,,0
UMTS,605,1,10001,65706,0,10.173,36.784,1000,1,1,,,0
UMTS,605,1,10001,70806,0,10.173,36.784,1000,1,1,,,0
UMTS,605,2,1020,852379,0,10.173,36.784,1000,1,1,,,0
UMTS,605,2,1020,902385,0,10.173,36.784,1000,1,1,,,0
UMTS,605,2,136,197019,0,10.174,36.784,1000,1,1,,,0
UMTS,605,2,136,247025,0,10.174,36.784,1000,1,1,,,0
GSM,605,2,417,54133,0,10.175,36.784,1000,1,1,,,0
UMTS,605,1,10001,67790,0,10.177,36.784,1000,1,1,,,0
UMTS,605,3,2164,792418,0,10.177,36.784,1000,1,1,,,0
GSM,605,2,417,54132,0,10.178,36.784,1000,1,1,,,0
GSM,605,1,10001,2251,0,10.178,36.784,1000,1,1,,,0
UMTS,605,3,2157,137053,0,10.18,36.784,1000,1,1,,,0
UMTS,605,2,137,316282,0,10.18,36.784,1000,1,1,,,0
UMTS,605,3,2154,137053,0,10.178,36.784,1000,1,1,,,0
LTE,605,3,4195,3858971,0,10.174,36.785,1000,1,1,,,0
UMTS,605,3,2195,229406,0,10.173,36.785,1000,1,1,,,0
UMTS,605,1,10001,68672,0,10.172,36.785,1000,1,1,,,0
UMTS,605,2,137,316283,0,10.174,36.785,1000,1,1,,,0
UMTS,605,3,2125,68958,0,10.18,36.785,1000,1,1,,,0
UMTS,605,1,10001,65708,0,10.17,36.786,1000,1,1,,,0
UMTS,605,3,2157,527834,0,10.17,36.786,1000,1,1,,,0
UMTS,605,2,136,198043,0,10.17,36.786,1000,1,1,,,0
GSM,605,3,1154,17172,0,10.17,36.786,1000,1,1,,,0
UMTS,605,2,136,198040,0,10.171,36.786,1000,1,1,,,0
UMTS,605,2,136,197022,0,10.175,36.786,1000,1,1,,,0
UMTS,605,1,10001,67787,0,10.177,36.786,1000,1,1,,,0
GSM,605,3,1125,17841,0,10.174,36.786,1000,1,1,,,0
UMTS,605,3,2195,230030,0,10.18,36.786,1000,1,1,,,0
LTE,605,3,4195,3854348,0,10.18,36.786,1000,1,1,,,0
LTE,605,3,4195,3904258,0,10.18,36.786,1000,1,1,,,0
LTE,605,3,4195,3854358,0,10.18,36.786,1000,1,1,,,0
LTE,605,3,4100,3917057,0,10.17,36.786,1000,1,1,,,0
GSM,605,1,10001,1883,0,10.172,36.786,1000,1,1,,,0
UMTS,605,2,137,266282,0,10.18,36.786,1000,1,1,,,0
UMTS,605,2,137,263616,0,10.18,36.786,1000,1,1,,,0
UMTS,605,3,2154,164513,0,10.172,36.786,1000,1,1,,,0
UMTS,605,1,10001,66431,0,10.18,36.786,1000,1,1,,,0
GSM,605,2,418,51432,0,10.169,36.786,1000,1,1,,,0
GSM,605,1,10001,2152,0,10.17,36.787,1000,1,1,,,0
UMTS,605,3,2137,68329,0,10.172,36.787,1000,1,1,,,0
UMTS,605,2,1020,903406,0,10.172,36.787,1000,1,1,,,0
UMTS,605,3,2157,527099,0,10.173,36.787,1000,1,1,,,0
GSM,605,1,10001,1512,0,10.175,36.787,1000,1,1,,,0
UMTS,605,3,2137,68958,0,10.179,36.787,1000,1,1,,,0
UMTS,605,1,10001,65707,0,10.169,36.787,1000,1,1,,,0
UMTS,605,2,1020,853399,0,10.169,36.787,1000,1,1,,,0
UMTS,605,3,2154,132109,0,10.169,36.787,1000,1,1,,,0
UMTS,605,1,10001,67694,0,10.169,36.787,1000,1,1,,,0
UMTS,605,1,10001,67689,0,10.169,36.787,1000,1,1,,,0
UMTS,605,1,10001,67688,0,10.169,36.787,1000,1,1,,,0
UMTS,605,1,10001,72986,0,10.169,36.787,1000,1,1,,,0
UMTS,605,2,136,198046,0,10.17,36.787,1000,1,1,,,0
GSM,605,1,10001,2151,0,10.171,36.787,1000,1,1,,,0
UMTS,605,3,2157,527080,0,10.173,36.787,1000,1,1,,,0
GSM,605,1,10001,2153,0,10.173,36.787,1000,1,1,,,0
UMTS,605,1,10001,67905,0,10.175,36.787,1000,1,1,,,0
UMTS,605,3,2157,527085,0,10.178,36.787,1000,1,1,,,0
GSM,605,1,10001,172,0,10.178,36.787,1000,1,1,,,0
GSM,605,1,10001,892,0,10.178,36.787,1000,1,1,,,0
UMTS,605,2,1020,853406,0,10.178,36.787,1000,1,1,,,0
UMTS,605,2,137,263619,0,10.18,36.787,1000,1,1,,,0
LTE,605,2,137,11557634,0,10.18,36.787,1000,1,1,,,0
GSM,605,2,417,51486,0,10.18,36.787,1000,1,1,,,0
UMTS,605,3,2137,68328,0,10.176,36.787,1000,1,1,,,0
UMTS,605,3,2137,69078,0,10.168,36.788,1000,1,1,,,0
UMTS,605,3,2157,557086,0,10.174,36.788,1000,1,1,,,0
UMTS,605,3,2157,527081,0,10.172,36.788,1000,1,1,,,0
GSM,605,1,10001,743,0,10.176,36.788,1000,1,1,,,0
UMTS,605,2,134,67019,0,10.177,36.788,1000,1,1,,,0
GSM,605,1,10001,893,0,10.178,36.788,1000,1,1,,,0
UMTS,605,2,134,67022,0,10.179,36.788,1000,1,1,,,0
UMTS,605,2,136,248045,0,10.169,36.788,1000,1,1,,,0
UMTS,605,2,136,198042,0,10.17,36.788,1000,1,1,,,0
GSM,605,2,418,50411,0,10.171,36.788,1000,1,1,,,0
UMTS,605,2,136,67019,0,10.173,36.788,1000,1,1,,,0
UMTS,605,3,2157,527086,0,10.174,36.788,1000,1,1,,,0
GSM,605,1,10001,742,0,10.175,36.788,1000,1,1,,,0
GSM,605,3,1125,15763,0,10.175,36.788,1000,1,1,,,0
UMTS,605,2,1020,854290,0,10.175,36.788,1000,1,1,,,0
UMTS,605,2,1020,854296,0,10.175,36.788,1000,1,1,,,0
GSM,605,3,1125,15073,0,10.175,36.789,1000,1,1,,,0
UMTS,605,2,1020,852466,0,10.175,36.789,1000,1,1,,,0
UMTS,605,1,10001,67422,0,10.175,36.789,1000,1,1,,,0
UMTS,605,2,4157,3858947,0,10.172,36.79,1000,1,1,,,0
UMTS,605,2,136,198039,0,10.17,36.79,1000,1,1,,,0
UMTS,605,2,210,267310,0,10.171,36.79,1000,1,1,,,0
UMTS,605,1,10001,66426,0,10.175,36.79,1000,1,1,,,0
UMTS,605,1,10001,67401,0,10.175,36.79,1000,1,1,,,0
UMTS,605,1,10001,66432,0,10.175,36.79,1000,1,1,,,0
UMTS,605,1,10001,67398,0,10.175,36.79,1000,1,1,,,0
UMTS,605,1,10001,66429,0,10.178,36.79,1000,1,1,,,0
UMTS,605,3,2157,1426079,0,10.18,36.79,1000,1,1,,,0
GSM,605,3,1125,17883,0,10.177,36.79,1000,1,1,,,0
GSM,605,2,417,51476,0,10.179,36.79,1000,1,1,,,0
GSM,605,3,1125,17889,0,10.179,36.79,1000,1,1,,,0
UMTS,605,1,10001,70726,0,10.176,36.79,1000,1,1,,,0
UMTS,605,3,2157,527711,0,10.178,36.79,1000,1,1,,,0
GSM,605,3,1125,15609,0,10.177,36.79,1000,1,1,,,0
GSM,605,1,10001,1863,0,10.174,36.79,1000,1,1,,,0
GSM,605,1,10001,2363,0,10.177,36.79,1000,1,1,,,0
UMTS,605,3,2157,527836,0,10.173,36.79,1000,1,1,,,0
GSM,605,3,1125,15079,0,10.176,36.79,1000,1,1,,,0
GSM,605,1,10001,741,0,10.175,36.79,1000,1,1,,,0
UMTS,605,2,134,66978,0,10.179,36.79,1000,1,1,,,0
UMTS,605,3,2157,526961,0,10.18,36.791,1000,1,1,,,0
LTE,605,1,10001,32517,0,10.179,36.791,1000,1,1,,,0
GSM,605,1,10001,2254,0,10.176,36.791,1000,1,1,,,0
GSM,605,1,10001,1882,0,10.178,36.791,1000,1,1,,,0
UMTS,605,3,2125,68959,0,10.178,36.791,1000,1,1,,,0
UMTS,605,3,2157,527716,0,10.179,36.791,1000,1,1,,,0
UMTS,605,3,2157,526966,0,10.18,36.791,1000,1,1,,,0
UMTS,605,3,2105,98348,0,10.169,36.791,1000,1,1,,,0
UMTS,605,2,136,197103,0,10.169,36.791,1000,1,1,,,0
UMTS,605,2,136,198933,0,10.169,36.791,1000,1,1,,,0
UMTS,605,2,136,248936,0,10.169,36.791,1000,1,1,,,0
GSM,605,3,1125,17848,0,10.169,36.791,1000,1,1,,,0
UMTS,605,2,1020,854293,0,10.17,36.791,1000,1,1,,,0
UMTS,605,3,2157,557084,0,10.173,36.791,1000,1,1,,,0
UMTS,605,2,1020,902465,0,10.174,36.791,1000,1,1,,,0
UMTS,605,3,2157,556660,0,10.177,36.791,1000,1,1,,,0
GSM,605,1,10001,1881,0,10.178,36.791,1000,1,1,,,0
UMTS,605,3,2157,526665,0,10.178,36.791,1000,1,1,,,0
GSM,605,2,417,51445,0,10.178,36.791,1000,1,1,,,0
UMTS,605,2,1020,853402,0,10.178,36.791,1000,1,1,,,0
UMTS,605,2,1020,854402,0,10.178,36.791,1000,1,1,,,0
UMTS,605,1,10001,66435,0,10.178,36.791,1000,1,1,,,0
UMTS,605,1,10001,67420,0,10.178,36.791,1000,1,1,,,0
GSM,605,3,1125,15607,0,10.178,36.791,1000,1,1,,,0
GSM,605,3,1125,61191,0,10.178,36.791,1000,1,1,,,0
GSM,605,2,418,53712,0,10.178,36.791,1000,1,1,,,0
UMTS,605,1,10001,66280,0,10.178,36.791,1000,1,1,,,0
UMTS,605,2,134,66985,0,10.178,36.791,1000,1,1,,,0
UMTS,605,1,10001,68641,0,10.178,36.791,1000,1,1,,,0
GSM,605,2,417,51446,0,10.178,36.791,1000,1,1,,,0
UMTS,605,1,10001,86346,0,10.178,36.791,1000,1,1,,,0
UMTS,605,3,2105,68347,0,10.17,36.791,1000,1,1,,,0
UMTS,605,1,10001,72296,0,10.174,36.791,1000,1,1,,,0
UMTS,605,1,10001,67419,0,10.175,36.791,1000,1,1,,,0
UMTS,605,3,2157,556661,0,10.177,36.791,1000,1,1,,,0
GSM,605,1,10001,1884,0,10.178,36.791,1000,1,1,,,0
UMTS,605,1,10001,67418,0,10.178,36.791,1000,1,1,,,0
UMTS,605,1,10001,67400,0,10.178,36.791,1000,1,1,,,0
UMTS,605,1,10001,65771,0,10.169,36.791,1000,1,1,,,0
GSM,605,3,1125,17847,0,10.176,36.791,1000,1,1,,,0
GSM,605,1,10001,1861,0,10.178,36.792,1000,1,1,,,0
UMTS,605,1,10001,67417,0,10.178,36.792,1000,1,1,,,0
UMTS,605,1,10001,67403,0,10.178,36.792,1000,1,1,,,0
GSM,605,1,10001,791,0,10.172,36.792,1512,1,1,,,0
UMTS,605,2,134,67929,0,10.171,36.792,1000,1,1,,,0
UMTS,605,3,2157,526661,0,10.177,36.792,1000,1,1,,,0
UMTS,605,3,2157,557079,0,10.177,36.792,1000,1,1,,,0
GSM,605,2,417,53954,0,10.178,36.792,1000,1,1,,,0
LTE,605,1,10001,29445,0,10.177,36.792,1000,1,1,,,0
UMTS,605,1,10001,71057,0,10.176,36.792,1000,1,1,,,0
UMTS,605,3,2157,556666,0,10.177,36.792,1000,1,1,,,0
GSM,605,1,10001,896,0,10.177,36.792,1000,1,1,,,0
GSM,605,2,417,50246,0,10.18,36.792,1000,1,1,,,0
GSM,605,1,10001,1155,0,10.177,36.792,1000,1,1,,,0
UMTS,605,1,10001,70496,0,10.178,36.792,1000,1,1,,,0
UMTS,605,1,10001,67397,0,10.178,36.792,1000,1,1,,,0
UMTS,605,3,2125,67909,0,10.177,36.793,1000,1,1,,,0
GSM,605,3,1125,15762,0,10.177,36.793,1000,1,1,,,0
UMTS,605,3,2157,526660,0,10.18,36.793,1000,1,1,,,0
UMTS,605,2,136,197100,0,10.169,36.793,1000,1,1,,,0
UMTS,605,2,136,248937,0,10.169,36.793,1000,1,1,,,0
UMTS,605,3,2154,137055,0,10.169,36.793,1000,1,1,,,0
UMTS,605,2,1020,902466,0,10.169,36.793,1000,1,1,,,0
UMTS,605,2,136,198930,0,10.17,36.793,1000,1,1,,,0
UMTS,605,1,10001,65768,0,10.17,36.793,1000,1,1,,,0
GSM,605,1,10001,233,0,10.17,36.793,1000,1,1,,,0
UMTS,605,2,137,313591,0,10.177,36.793,1000,1,1,,,0
GSM,605,2,417,51444,0,10.177,36.793,1000,1,1,,,0
UMTS,605,3,2157,527130,0,10.177,36.793,1000,1,1,,,0
UMTS,605,1,10001,67421,0,10.178,36.793,1000,1,1,,,0
UMTS,605,1,10005,67417,0,10.18,36.793,1000,1,1,,,0
UMTS,605,3,2157,526666,0,10.176,36.793,1000,1,1,,,0
GSM,605,3,1119,10761,0,10.17,36.793,1000,1,1,,,0
GSM,605,1,10001,3105,0,10.176,36.793,1000,1,1,,,0
GSM,605,3,1105,16659,0,10.179,36.793,1000,1,1,,,0
UMTS,605,3,2157,526664,0,10.179,36.793,1000,1,1,,,0
UMTS,605,2,134,66982,0,10.175,36.794,1000,1,1,,,0
UMTS,605,2,134,66980,0,10.175,36.794,1000,1,1,,,0
LTE,605,1,10001,68638,0,10.177,36.794,1000,1,1,,,0
UMTS,605,3,2157,556971,0,10.178,36.794,4380,1,1,,,0
UMTS,605,2,136,198929,0,10.169,36.794,1000,1,1,,,0
UMTS,605,2,134,121624,0,10.17,36.794,1000,1,1,,,0
UMTS,605,1,10001,71766,0,10.173,36.794,1000,1,1,,,0
UMTS,605,1,10001,69156,0,10.177,36.794,1000,1,1,,,0
UMTS,605,2,137,263588,0,10.177,36.794,1000,1,1,,,0
UMTS,605,2,137,263585,0,10.177,36.794,1000,1,1,,,0
GSM,605,1,10001,1864,0,10.177,36.794,1000,1,1,,,0
UMTS,605,1,10001,67560,0,10.178,36.794,1000,1,1,,,0
UMTS,605,3,2157,556659,0,10.18,36.794,1000,1,1,,,0
UMTS,605,1,10001,67904,0,10.18,36.794,1000,1,1,,,0
LTE,605,1,10001,32514,0,10.173,36.794,1000,1,1,,,0
GSM,605,3,1125,15601,0,10.173,36.794,1000,1,1,,,0
UMTS,605,3,2125,67907,0,10.178,36.794,1000,1,1,,,0
UMTS,605,2,134,66977,0,10.177,36.794,1000,1,1,,,0
UMTS,605,3,2157,556959,0,10.18,36.794,1000,1,1,,,0
UMTS,605,3,2105,68219,0,10.175,36.794,1000,1,1,,,0
GSM,605,3,1125,15768,0,10.176,36.794,1000,1,1,,,0
GSM,605,3,1125,15078,0,10.18,36.794,1000,1,1,,,0
GSM,605,3,1105,16669,0,10.176,36.794,1000,1,1,,,0
UMTS,605,2,4157,3917059,0,10.172,36.794,1677,1,1,,,0
GSM,605,3,1119,10767,0,10.172,36.795,1000,1,1,,,0
GSM,605,1,10001,185,0,10.179,36.795,1000,1,1,,,0
GSM,605,2,417,51441,0,10.179,36.795,1000,1,1,,,0
LTE,605,1,10001,48137,0,10.173,36.795,1000,1,1,,,0
LTE,605,2,1020,11565835,0,10.173,36.795,1000,1,1,,,0
GSM,605,3,1105,16653,0,10.179,36.795,1000,1,1,,,0
LTE,605,1,10001,18950,0,10.173,36.795,1000,1,1,,,0
LTE,605,2,1020,11565837,0,10.173,36.795,1000,1,1,,,0
UMTS,605,2,136,197099,0,10.169,36.795,1000,1,1,,,0
UMTS,605,1,10001,65767,0,10.169,36.795,1000,1,1,,,0
UMTS,605,3,2100,33796,0,10.17,36.795,1000,1,1,,,0
LTE,605,3,4157,3861517,0,10.173,36.795,1000,1,1,,,0
UMTS,605,2,134,71621,0,10.173,36.795,1000,1,1,,,0
UMTS,605,2,134,67330,0,10.174,36.795,1000,1,1,,,0
UMTS,605,1,10001,68639,0,10.174,36.795,1000,1,1,,,0
UMTS,605,2,134,117334,0,10.175,36.795,1000,1,1,,,0
UMTS,605,3,2157,585889,0,10.175,36.795,1000,1,1,,,0
GSM,605,3,1125,61607,0,10.175,36.795,1000,1,1,,,0
UMTS,605,2,1020,853766,0,10.175,36.795,1000,1,1,,,0
UMTS,605,2,134,65932,0,10.177,36.795,1000,1,1,,,0
GSM,605,2,417,50393,0,10.178,36.795,1000,1,1,,,0
UMTS,605,2,137,266095,0,10.18,36.795,1000,1,1,,,0
UMTS,605,1,10001,66694,0,10.18,36.795,1000,1,1,,,0
UMTS,605,3,2157,556975,0,10.18,36.795,1000,1,1,,,0
UMTS,605,1,10001,67557,0,10.18,36.795,1000,1,1,,,0
UMTS,605,3,2157,377499,0,10.18,36.795,1000,1,1,,,0
UMTS,605,2,134,67331,0,10.174,36.795,1000,1,1,,,0
GSM,605,3,1105,16663,0,10.176,36.795,1000,1,1,,,0
UMTS,605,3,2157,556664,0,10.178,36.795,1000,1,1,,,0
UMTS,605,2,134,69489,0,10.179,36.795,1000,1,1,,,0
UMTS,605,2,134,117935,0,10.18,36.795,1000,1,1,,,0
UMTS,605,3,2157,556976,0,10.176,36.795,1000,1,1,,,0
UMTS,605,3,2105,68218,0,10.179,36.796,1000,1,1,,,0
UMTS,605,1,10001,71099,0,10.178,36.796,1000,1,1,,,0
GSM,605,3,1125,61521,0,10.174,36.796,1000,1,1,,,0
GSM,605,1,10001,1275,0,10.169,36.796,1000,1,1,,,0
UMTS,605,2,134,67327,0,10.173,36.796,1000,1,1,,,0
GSM,605,1,10001,182,0,10.18,36.796,1000,1,1,,,0
UMTS,605,3,2157,526659,0,10.179,36.796,1000,1,1,,,0
GSM,605,3,1125,15761,0,10.172,36.796,1000,1,1,,,0
UMTS,605,2,134,121233,0,10.177,36.796,1000,1,1,,,0
UMTS,605,2,134,69492,0,10.177,36.796,1000,1,1,,,0
GSM,605,3,1105,16662,0,10.18,36.796,1000,1,1,,,0
UMTS,605,1,10001,68637,0,10.178,36.796,1000,1,1,,,0
UMTS,605,1,10001,71278,0,10.18,36.784,1000,1,1,,,0
UMTS,605,3,2157,137058,0,10.181,36.784,1000,1,1,,,0
GSM,605,3,1154,10217,0,10.18,36.785,1000,1,1,,,0
UMTS,605,3,2157,557710,0,10.181,36.785,1000,1,1,,,0
UMTS,605,3,2157,527710,0,10.18,36.785,1000,1,1,,,0
LTE,605,3,4157,3854348,0,10.182,36.786,1236,1,1,,,0
GSM,605,2,401,51784,0,10.181,36.786,1000,1,1,,,0
GSM,605,2,401,51472,0,10.181,36.786,1000,1,1,,,0
UMTS,605,1,10001,72640,0,10.182,36.786,1000,1,1,,,0
GSM,605,1,10001,894,0,10.183,36.786,1000,1,1,,,0
UMTS,605,2,1020,904406,0,10.187,36.786,1000,1,1,,,0
UMTS,605,3,2195,230035,0,10.18,36.786,1000,1,1,,,0
LTE,605,3,4195,3904268,0,10.18,36.786,1000,1,1,,,0
UMTS,605,1,10001,67793,0,10.191,36.786,1000,1,1,,,0
GSM,605,1,10001,1862,0,10.18,36.786,1000,1,1,,,0
GSM,605,2,417,51473,0,10.18,36.786,1000,1,1,,,0
UMTS,605,1,2164,66428,0,10.181,36.786,1000,1,1,,,0
LTE,605,1,10001,895,0,10.18,36.787,1000,1,1,,,0
UMTS,605,1,10001,69466,0,10.18,36.787,1000,1,1,,,0
UMTS,605,3,2157,556960,0,10.184,36.787,1000,1,1,,,0
GSM,605,2,401,52743,0,10.186,36.787,1000,1,1,,,0
GSM,605,2,417,54131,0,10.181,36.787,1000,1,1,,,0
UMTS,605,2,137,263618,0,10.181,36.787,1000,1,1,,,0
UMTS,605,2,137,313622,0,10.181,36.787,1000,1,1,,,0
GSM,605,3,1125,17887,0,10.181,36.787,1000,1,1,,,0
GSM,605,3,1125,17882,0,10.181,36.787,1000,1,1,,,0
GSM,605,1,10001,1744,0,10.181,36.787,1000,1,1,,,0
UMTS,605,3,2157,133345,0,10.189,36.787,1000,1,1,,,0
GSM,605,2,134,402,0,10.192,36.787,1000,1,1,,,0
UMTS,605,2,137,262386,0,10.192,36.787,1000,1,1,,,0
UMTS,605,1,10004,67346,0,10.192,36.787,1000,1,1,,,0
LTE,605,3,4195,3854338,0,10.18,36.787,1000,1,1,,,0
UMTS,605,1,10001,66434,0,10.182,36.787,1000,1,1,,,0
GSM,605,1,10001,366,0,10.18,36.787,4022,1,1,,,0
GSM,605,2,417,51475,0,10.181,36.787,1000,1,1,,,0
UMTS,605,3,2137,68957,0,10.181,36.788,1000,1,1,,,0
UMTS,605,1,10001,73026,0,10.183,36.788,1000,1,1,,,0
GSM,605,2,417,50253,0,10.189,36.788,1000,1,1,,,0
UMTS,605,1,10001,66428,0,10.18,36.788,1000,1,1,,,0
LTE,605,3,4195,3904267,0,10.18,36.788,1000,1,1,,,0
LTE,605,3,4157,3854091,0,10.192,36.788,2300,1,1,,,0
